PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PAN,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRI,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRD,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PVEM,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PT,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
MC,23,003,Roberto Palazuelos Badeaux,Juan José Marín García
MORENA,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PAN-PRI-PRD,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PAN-PRI,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PAN-PRD,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRI-PRD,23,003,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PVEM_PT_MORENA,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PVEM_PT,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PVEM_MORENA,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PT_MORENA,23,003,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PAN,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRI,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRD,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PVEM,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PT,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
MC,23,004,Roberto Palazuelos Badeaux,Juan José Marín García
MORENA,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PAN-PRI-PRD,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PAN-PRI,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PAN-PRD,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PRI-PRD,23,004,Mayuli Latifa Martínez Simón,Araceli Sandoval Ortiz
PVEM_PT_MORENA,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PVEM_PT,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PVEM_MORENA,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PT_MORENA,23,004,Alma Anahí González Hernández,Maribel Cruz Rodríguez
PAN,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,001,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,001,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,001,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,001,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,001,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,002,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,002,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,002,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,002,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,002,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,003,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,003,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,003,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,003,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,003,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,004,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,004,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,004,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,004,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,004,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,005,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,005,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,005,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,005,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,005,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,006,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,006,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,006,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,006,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,006,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRD,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PVEM,24,007,Ruth Miriam González Silva,Virginia Zúñiga Maldonado
PT,24,007,Teresa de Jesús Mendoza Rivera,Sanjuana Elizabeth Castillo Borjas
MC,24,007,Joséfina Salazar Báez,Elaine Ideliza Rodríguez Olvera
MORENA,24,007,Rita Ozalia Rodríguez Velázquez,Enidia del Carmen Duque Rodríguez
PAN-PRI-PRD,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRI,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN-PRD,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PRI-PRD,24,007,Verónica Rodríguez Hernández,Bertha Estela Arriaga Márquez
PAN,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,001,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,001,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,001,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,001,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,001,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,002,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,002,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,002,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,002,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,002,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,003,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,003,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,003,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,003,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,003,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,004,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,004,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,004,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,004,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,004,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,005,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,005,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,005,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,005,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,005,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,006,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,006,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,006,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,006,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,006,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRD,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PVEM,25,007,Jesús Antonio Valdés Palazuelos,Jesús Manuel Martínez Buelna
PT,25,007,Jesús Estrada Ferreiro,Jesús Manuel Estrada López
MC,25,007,María Fernanda Rivera Romo,Diana Rocío Alapizco Rangel
MORENA,25,007,Imelda Castro Castro,Ana Francis Chiquete Elizalde
PAN-PRI-PRD,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRI,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN-PRD,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PRI-PRD,25,007,Paloma Sánchez Ramos,María del Refugio Higuera Cázarez
PAN,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,001,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,001,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,001,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,001,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,001,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,002,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,002,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,002,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,002,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,002,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,003,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,003,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,003,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,003,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,003,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,004,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,004,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,004,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,004,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,004,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,005,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,005,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,005,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,005,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,005,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,006,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,006,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,006,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,006,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,006,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRD,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PVEM,26,007,Paola Guadalupe Dixon Chaira,María Dolores Peralta Pérez
PT,26,007,Célida Teresa López Cárdenas,Diana Cecilia Zazueta Almada
MC,26,007,Ernesto De Lucas Hopkins,Evangelina Aldecoa León
MORENA,26,007,Lorenia Iveth Valles Sampedro,Lizeth Teresita Vásquez Ochoa
PAN-PRI-PRD,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRI,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN-PRD,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PRI-PRD,26,007,Manlio Fabio Beltrones Rivera,Erik Iván Jaimes Archundia
PAN,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,001,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,001,Candidato por definir,Candidato por definir
MC,27,001,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,001,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,001,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,002,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,002,Candidato por definir,Candidato por definir
MC,27,002,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,002,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,002,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,003,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,003,Candidato por definir,Candidato por definir
MC,27,003,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,003,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,003,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,004,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,004,Candidato por definir,Candidato por definir
MC,27,004,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,004,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,004,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,005,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,005,Candidato por definir,Candidato por definir
MC,27,005,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,005,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,005,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRD,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PVEM,27,006,Miguel Armando Vélez Mier y Concha,César Velázquez Ruíz
PT,27,006,Candidato por definir,Candidato por definir
MC,27,006,Gerardo Gaudiano Rovirosa,Alberto Amado Banuet Abhari
MORENA,27,006,Rosalinda López Hernández,Alejandra Berenice Arias Trevilla
PAN-PRI-PRD,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRI,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN-PRD,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PRI-PRD,27,006,José Sabino Herrera Dagdug,Raúl Gerardo Ramos Ramos
PAN,28,001,Imelda Margarita Sanmiguel Sánchez,Gloria Ivett Bermea Vázquez
PRI,28,001,Imelda Margarita Sanmiguel Sánchez,Gloria Ivett Bermea Vázquez
PRD,28,001,Imelda Margarita Sanmiguel Sánchez,Gloria Ivett Bermea Vázquez
PVEM,28,001,Eugenio Javier Hernández Flores,Rosa María Muela Morales
PT,28,001,Cendy Yarelly Robles Méndez,Aracely Zamora Pintor
MC,28,001,Andrea García García,Ana Rosa Guevara García
