PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PVEM_PT,09,020,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PVEM_MORENA,09,020,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PT_MORENA,09,020,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PAN,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRI,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRD,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PVEM,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PT,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
MC,09,021,María Alejandra Barrales Magdaleno,Carmen Julieta Macías Rábago
MORENA,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PAN-PRI-PRD,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PAN-PRI,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PAN-PRD,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRI-PRD,09,021,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PVEM_PT_MORENA,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PVEM_PT,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PVEM_MORENA,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PT_MORENA,09,021,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PAN,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRI,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRD,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PVEM,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PT,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
MC,09,022,María Alejandra Barrales Magdaleno,Carmen Julieta Macías Rábago
MORENA,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PAN-PRI-PRD,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PAN-PRI,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PAN-PRD,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PRI-PRD,09,022,Cynthia Iliana López Castro,Alicia Virginia Téllez Sánchez
PVEM_PT_MORENA,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PVEM_PT,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PVEM_MORENA,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PT_MORENA,09,022,Omar Hamid García Harfuch,Francisco Chíguil Figueroa
PAN,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRD,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
MC,10,001,Jorge Alejandro Salum del Palacio,Mar Grecia Oliva Guerrero
MORENA,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN-PRI-PRD,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRI,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRD,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI-PRD,10,001,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM_PT_MORENA,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_PT,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_MORENA,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT_MORENA,10,001,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRD,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
MC,10,002,Jorge Alejandro Salum del Palacio,Mar Grecia Oliva Guerrero
MORENA,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN-PRI-PRD,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRI,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRD,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI-PRD,10,002,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM_PT_MORENA,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_PT,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_MORENA,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT_MORENA,10,002,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRD,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
MC,10,003,Jorge Alejandro Salum del Palacio,Mar Grecia Oliva Guerrero
MORENA,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN-PRI-PRD,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRI,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRD,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI-PRD,10,003,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM_PT_MORENA,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_PT,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_MORENA,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT_MORENA,10,003,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRD,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
MC,10,004,Jorge Alejandro Salum del Palacio,Mar Grecia Oliva Guerrero
MORENA,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN-PRI-PRD,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRI,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PAN-PRD,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PRI-PRD,10,004,Gina Gerardina Campuzano González,María Salomé Elyd Sáenz
PVEM_PT_MORENA,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_PT,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PVEM_MORENA,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PT_MORENA,10,004,Alejandro González Yáñez,José Isidro Bertín Arias Medrano
PAN,11,001,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,001,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,001,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,001,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,001,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,002,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,002,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,002,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,002,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,002,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,003,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,003,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,003,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,003,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,003,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,004,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,004,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,004,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,004,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,004,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,005,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,005,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,005,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,005,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,005,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,006,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,006,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,006,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,006,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,006,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,007,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,007,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,007,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,007,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,007,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,008,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,008,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,008,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,008,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,008,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,009,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,009,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,009,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,009,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,009,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,010,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,010,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,010,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,010,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,010,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,011,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,011,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,011,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,011,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,011,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,012,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,012,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,012,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,012,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,012,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,013,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,013,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,013,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,013,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,013,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,014,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,014,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,014,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,014,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,014,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,11,015,Miguel Márquez Márquez,David Novoa Toscano
PRI,11,015,Alicia Muñoz Olivares,Marisol Ramírez Vargas
PRD,11,015,Erika del Rocío Ortiz Vela,María del Rosario Aguilar Quiroz
PVEM,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
MC,11,015,Guadalupe Valenzuela Ríos,Alejandra del Carmen Peña Coronado
MORENA,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT_MORENA,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_PT,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PVEM_MORENA,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PT_MORENA,11,015,Francisco Ricardo Sheffield Padilla,Diego Sandoval Ventura
PAN,12,001,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,001,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,001,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,001,Candidato por definir,Candidato por definir
PT,12,001,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,001,Candidato por definir,Candidato por definir
MORENA,12,001,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,001,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,001,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,001,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,001,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,002,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,002,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,002,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,002,Candidato por definir,Candidato por definir
PT,12,002,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,002,Candidato por definir,Candidato por definir
MORENA,12,002,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,002,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,002,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,002,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,002,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,003,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,003,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,003,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,003,Candidato por definir,Candidato por definir
PT,12,003,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,003,Candidato por definir,Candidato por definir
MORENA,12,003,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,003,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,003,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,003,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,003,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,004,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,004,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,004,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,004,Candidato por definir,Candidato por definir
PT,12,004,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,004,Candidato por definir,Candidato por definir
MORENA,12,004,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,004,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,004,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,004,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,004,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,005,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,005,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,005,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,005,Candidato por definir,Candidato por definir
PT,12,005,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,005,Candidato por definir,Candidato por definir
MORENA,12,005,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,005,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,005,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,005,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,005,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,006,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,006,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,006,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,006,Candidato por definir,Candidato por definir
PT,12,006,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,006,Candidato por definir,Candidato por definir
MORENA,12,006,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,006,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,006,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,006,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,006,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,007,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,007,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,007,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,007,Candidato por definir,Candidato por definir
PT,12,007,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,007,Candidato por definir,Candidato por definir
MORENA,12,007,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,007,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,007,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,007,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,007,Manuel Añorve Baños,Juan José Castro Justo
PAN,12,008,Manuel Añorve Baños,Juan José Castro Justo
PRI,12,008,Manuel Añorve Baños,Juan José Castro Justo
PRD,12,008,Manuel Añorve Baños,Juan José Castro Justo
PVEM,12,008,Candidato por definir,Candidato por definir
PT,12,008,Yuridia Guerrero Martínez,Rosaura del Carmen García Sevilla
MC,12,008,Candidato por definir,Candidato por definir
MORENA,12,008,Beatriz Mojica Morga,Patricia Guadalupe Ramírez Bazán
PAN-PRI-PRD,12,008,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRI,12,008,Manuel Añorve Baños,Juan José Castro Justo
PAN-PRD,12,008,Manuel Añorve Baños,Juan José Castro Justo
PRI-PRD,12,008,Manuel Añorve Baños,Juan José Castro Justo
PAN,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRI,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PRD,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PVEM,13,001,Yarely Melo Rodríguez,Maritza Dávalos López
PT,13,001,Óscar Damián Sosa Castelán,Martha Briones Rangel
MC,13,001,Elizabeth Adriana Flores Torres,María Esther Salas Pérez
MORENA,13,001,Candidato por definir,Candidato por definir
PAN-PRI-PRD,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
PAN-PRI,13,001,Alma Carolina Viggiano Austria,Edna Geraldina García Gordillo
